"","policy_id","exposure","driver_age","vehicle_age","gender","car_type","region","no_claim_discount","claim_count","avg_claim_sev","total_claim_cost"
"10542",10542,0.781561962794513,55,10.2,"M","SUV","Metro","20%",0,0,0
"10543",10543,0.838843202334829,33,0.8,"F","Sedan","Rural","40%",0,0,0
"10544",10544,0.933059190749191,31,0.5,"F","SUV","Rural","60%",0,0,0
"10545",10545,0.670949120773003,39,1.2,"M","Sedan","Metro","40%",0,0,0
"10546",10546,0.885714574716985,41,4.4,"F","SUV","Rural","60%",0,0,0
"10547",10547,0.526832590228878,48,4.3,"M","SUV","Suburban","60%",0,0,0
"10548",10548,0.907251985860057,46,2.8,"M","Sedan","Suburban","40%",0,0,0
"10549",10549,0.734955748426728,62,0.3,"F","Luxury","Suburban","20%",0,0,0
"10550",10550,0.582565038697794,39,20,"F","SUV","Metro","20%",0,0,0
"10551",10551,0.705148612963967,63,0.4,"F","Sedan","Rural","60%",0,0,0
"10552",10552,0.770534437266178,57,0.3,"M","SUV","Metro","20%",0,0,0
"10553",10553,0.766863889992237,51,5.6,"F","Sedan","Metro","60%",0,0,0
"10554",10554,0.65643861098215,45,0.4,"M","Sedan","Suburban","20%",0,0,0
"10555",10555,0.93803939037025,44,1,"F","Luxury","Suburban","40%",1,3768.1297465963,3768.1297465963
"10556",10556,0.92375461908523,22,13.8,"M","SUV","Metro","0%",0,0,0
"10557",10557,0.958956675021909,25,1,"M","Sedan","Metro","60%",0,0,0
"10558",10558,0.678539578570053,33,1.3,"M","Sedan","Metro","40%",0,0,0
"10559",10559,0.841799414949492,43,6.4,"M","Sedan","Suburban","40%",0,0,0
"10560",10560,0.55492417071946,56,0.8,"F","Sedan","Metro","40%",0,0,0
"10561",10561,0.669388574548066,31,0.1,"F","Sedan","Metro","20%",0,0,0
"10562",10562,0.610564417904243,45,1.3,"M","SUV","Rural","60%",0,0,0
"10563",10563,0.718135036877356,18,3.1,"F","Sedan","Metro","40%",0,0,0
"10564",10564,0.975270680035464,69,3,"M","SUV","Suburban","0%",0,0,0
"10565",10565,0.628802588908002,40,2.6,"F","Sedan","Metro","40%",0,0,0
"10566",10566,0.658851994317956,21,3.5,"M","Commercial","Metro","40%",0,0,0
"10567",10567,0.786462755175307,53,1.7,"F","Sedan","Metro","60%",0,0,0
"10568",10568,0.93161931342911,56,2.6,"F","Luxury","Metro","40%",0,0,0
"10569",10569,0.900753946159966,51,1.4,"M","SUV","Metro","40%",0,0,0
"10570",10570,0.631310140364803,52,1.3,"F","SUV","Suburban","20%",0,0,0
"10571",10571,0.760787885519676,40,2,"M","Sedan","Suburban","40%",0,0,0
"10572",10572,0.865810719667934,57,2.2,"M","Luxury","Metro","20%",0,0,0
"10573",10573,0.890040161204524,39,3.6,"M","Luxury","Suburban","60%",0,0,0
"10574",10574,0.85117309296038,21,13.9,"F","Sedan","Metro","20%",1,9381.41832563856,9381.41832563856
"10575",10575,0.764792516478337,63,2.9,"M","SUV","Metro","20%",0,0,0
"10576",10576,0.826015292550437,55,6.2,"F","Sedan","Rural","40%",0,0,0
"10577",10577,0.967296711518429,50,18.7,"M","Sedan","Metro","0%",0,0,0
"10578",10578,0.689970721490681,28,3.6,"F","Sedan","Metro","20%",0,0,0
"10579",10579,0.760725706466474,52,1.7,"F","Sedan","Metro","60%",0,0,0
"10580",10580,0.527660184772685,41,1.4,"M","SUV","Suburban","40%",0,0,0
"10581",10581,0.653846027911641,55,3.7,"M","SUV","Metro","40%",0,0,0
"10582",10582,0.7906428106362,64,9.6,"M","Luxury","Metro","40%",0,0,0
"10583",10583,0.855793383088894,36,0.1,"M","Sedan","Suburban","0%",1,919.299008271771,919.299008271771
"10584",10584,0.791382157825865,48,0.5,"F","Sedan","Metro","20%",0,0,0
"10585",10585,0.930617243633606,57,0.1,"F","Commercial","Rural","20%",0,0,0
"10586",10586,0.775634733960032,54,1.3,"F","Sedan","Suburban","40%",0,0,0
"10587",10587,0.784082451136783,43,2,"M","Sedan","Metro","20%",0,0,0
"10588",10588,0.672295433585532,36,2.1,"F","SUV","Metro","40%",0,0,0
"10589",10589,0.997821695636958,49,2,"F","SUV","Suburban","40%",0,0,0
"10590",10590,0.845004099654034,50,7.2,"F","SUV","Suburban","20%",0,0,0
"10591",10591,0.73483454529196,33,0.9,"M","Sedan","Rural","0%",0,0,0
"10592",10592,0.868640690576285,25,0.7,"M","SUV","Rural","60%",0,0,0
"10593",10593,0.948570762411691,48,1.1,"M","Sedan","Suburban","40%",0,0,0
"10594",10594,0.953638937789947,42,2.4,"M","Commercial","Suburban","0%",0,0,0
"10595",10595,0.701475387904793,34,2.4,"F","SUV","Metro","20%",0,0,0
"10596",10596,0.560552189708687,42,1.1,"M","SUV","Metro","60%",0,0,0
"10597",10597,0.561774661648087,53,6.8,"M","Sedan","Rural","0%",0,0,0
"10598",10598,0.741951785748824,45,2.8,"M","SUV","Rural","40%",0,0,0
"10599",10599,0.702147429808974,40,11.2,"F","SUV","Suburban","40%",0,0,0
"10600",10600,0.99162617418915,34,3.9,"F","Sedan","Metro","20%",0,0,0
"10601",10601,0.534280076040886,43,7.8,"F","Commercial","Metro","0%",0,0,0
"10602",10602,0.612800131551921,39,3.6,"M","SUV","Rural","0%",0,0,0
"10603",10603,0.770891507156193,42,6.3,"M","Luxury","Metro","20%",0,0,0
"10604",10604,0.521716363029554,51,2.8,"M","Luxury","Suburban","20%",0,0,0
"10605",10605,0.76269991544541,53,6.3,"M","SUV","Metro","40%",0,0,0
"10606",10606,0.619104572338983,27,0.5,"F","SUV","Metro","40%",0,0,0
"10607",10607,0.891374639119022,48,2.4,"F","Sedan","Metro","40%",0,0,0
"10608",10608,0.767297650920227,38,0.4,"M","Sedan","Metro","40%",0,0,0
"10609",10609,0.749298626673408,49,2.9,"M","Sedan","Metro","60%",0,0,0
"10610",10610,0.810783584485762,18,6.2,"F","SUV","Suburban","0%",0,0,0
"10611",10611,0.633090471965261,70,2.2,"F","Sedan","Rural","60%",0,0,0
"10612",10612,0.833569941925816,42,4.6,"F","Sedan","Metro","20%",0,0,0
"10613",10613,0.79724003362935,40,10.3,"M","SUV","Suburban","20%",0,0,0
"10614",10614,0.810203095315956,45,6.1,"F","Sedan","Metro","0%",0,0,0
"10615",10615,0.793497669859789,32,0.3,"M","SUV","Metro","60%",0,0,0
"10616",10616,0.66573340666946,42,3.9,"F","Sedan","Metro","40%",0,0,0
"10617",10617,0.613591731642373,47,0.3,"F","SUV","Metro","40%",0,0,0
"10618",10618,0.645105089410208,38,9,"M","SUV","Suburban","20%",1,2603.73024697003,2603.73024697003
"10619",10619,0.613578975899145,52,5.9,"M","SUV","Metro","40%",0,0,0
"10620",10620,0.654241954558529,37,1.3,"F","Luxury","Rural","60%",0,0,0
"10621",10621,0.984928041114472,48,2.3,"F","SUV","Rural","60%",0,0,0
"10622",10622,0.650863623246551,39,0.2,"M","Sedan","Suburban","60%",0,0,0
"10623",10623,0.565086591755971,22,11.5,"F","SUV","Metro","60%",0,0,0
"10624",10624,0.723114634049125,45,4.8,"F","SUV","Suburban","20%",0,0,0
"10625",10625,0.966521037858911,43,5.1,"F","SUV","Rural","60%",1,9801.18508705335,9801.18508705335
"10626",10626,0.563218413270079,50,2.8,"F","Sedan","Metro","40%",0,0,0
"10627",10627,0.97595501167234,60,2.7,"M","SUV","Suburban","20%",0,0,0
"10628",10628,0.717498939600773,42,3.9,"F","Sedan","Rural","0%",0,0,0
"10629",10629,0.913813179940917,56,1.2,"M","SUV","Metro","20%",0,0,0
"10630",10630,0.900693139992654,42,6.2,"M","SUV","Metro","40%",0,0,0
"10631",10631,0.519595243851654,36,6.4,"M","SUV","Suburban","40%",0,0,0
"10632",10632,0.5751748168841,37,3.8,"M","Sedan","Rural","40%",0,0,0
"10633",10633,0.741164911421947,53,7.8,"M","SUV","Rural","20%",0,0,0
"10634",10634,0.588377024861984,42,9.7,"M","Sedan","Suburban","40%",0,0,0
"10635",10635,0.65936070017051,50,0.3,"M","Sedan","Suburban","20%",0,0,0
"10636",10636,0.891029812744819,43,3.5,"M","SUV","Metro","60%",0,0,0
"10637",10637,0.608331729192287,32,7.9,"F","Sedan","Suburban","20%",0,0,0
"10638",10638,0.986455916310661,43,4.3,"M","Commercial","Metro","60%",0,0,0
"10639",10639,0.679558904957958,32,2.5,"F","Sedan","Rural","40%",0,0,0
"10640",10640,0.834257861482911,20,2.3,"M","Commercial","Rural","60%",0,0,0
"10641",10641,0.551033153897151,32,2.4,"F","Sedan","Metro","60%",0,0,0
"10642",10642,0.834311511949636,26,1,"F","Sedan","Metro","40%",0,0,0
"10643",10643,0.789179317303933,29,8.1,"F","Luxury","Suburban","40%",0,0,0
"10644",10644,0.989808217040263,34,10.8,"M","Sedan","Metro","0%",0,0,0
"10645",10645,0.988738760584965,51,2.9,"F","Sedan","Rural","60%",0,0,0
"10646",10646,0.716623676358722,37,11.8,"F","Luxury","Metro","20%",0,0,0
"10647",10647,0.656031314749271,37,3.8,"F","SUV","Rural","20%",0,0,0
"10648",10648,0.86279684107285,30,1.6,"F","Commercial","Metro","0%",0,0,0
"10649",10649,0.701823621289805,40,0.2,"M","SUV","Suburban","60%",0,0,0
"10650",10650,0.817239485913888,53,0.3,"M","Sedan","Suburban","40%",1,5456.68173823055,5456.68173823055
"10651",10651,0.83645703305956,51,5.9,"F","Sedan","Metro","20%",0,0,0
"10652",10652,0.502739846357144,50,1.5,"F","Sedan","Metro","60%",0,0,0
"10653",10653,0.836206393316388,47,3.2,"F","SUV","Metro","60%",0,0,0
"10654",10654,0.744211335317232,29,6.3,"M","SUV","Suburban","40%",0,0,0
"10655",10655,0.54705652280245,45,1.2,"M","SUV","Suburban","60%",0,0,0
"10656",10656,0.905837309430353,35,0.1,"F","Commercial","Metro","20%",0,0,0
"10657",10657,0.967632854590192,40,1.9,"M","SUV","Suburban","40%",0,0,0
"10658",10658,0.569127724738792,55,0.1,"F","Luxury","Suburban","20%",0,0,0
"10659",10659,0.640569248585962,43,5.6,"F","Sedan","Metro","20%",0,0,0
"10660",10660,0.600259695318528,46,10.9,"M","Commercial","Metro","40%",0,0,0
"10661",10661,0.986750885029323,47,3.9,"F","SUV","Rural","60%",0,0,0
"10662",10662,0.89567602740135,48,1.1,"M","Sedan","Metro","20%",0,0,0
"10663",10663,0.639911680947989,30,0.7,"M","Luxury","Metro","40%",0,0,0
"10664",10664,0.551853324053809,46,11.5,"F","Sedan","Metro","40%",0,0,0
"10665",10665,0.560648506740108,51,1.5,"F","Sedan","Suburban","40%",0,0,0
"10666",10666,0.956005233107135,31,3.3,"M","Sedan","Suburban","20%",0,0,0
"10667",10667,0.55238401342649,36,2.6,"F","Sedan","Suburban","40%",0,0,0
"10668",10668,0.732083941693418,19,8.9,"M","Sedan","Metro","40%",0,0,0
"10669",10669,0.584816658287309,45,3.4,"M","Sedan","Metro","40%",0,0,0
"10670",10670,0.693308594170958,41,6.6,"F","Sedan","Metro","40%",0,0,0
"10671",10671,0.534499621484429,30,1.3,"M","Luxury","Metro","20%",0,0,0
"10672",10672,0.639529378619045,37,3.2,"M","Sedan","Metro","20%",0,0,0
"10673",10673,0.885712031507865,26,5.1,"F","SUV","Metro","0%",0,0,0
"10674",10674,0.748762101167813,52,0.8,"F","SUV","Rural","40%",0,0,0
"10675",10675,0.727014471427538,34,0.8,"M","Sedan","Suburban","60%",0,0,0
"10676",10676,0.734453950193711,48,15.3,"M","SUV","Metro","20%",0,0,0
"10677",10677,0.504849537392147,39,0.6,"M","SUV","Metro","40%",0,0,0
"10678",10678,0.680910106282681,47,11.8,"F","SUV","Metro","20%",0,0,0
"10679",10679,0.811724232160486,35,1.5,"M","Commercial","Metro","40%",0,0,0
"10680",10680,0.804865063168108,52,3.5,"M","SUV","Metro","40%",0,0,0
"10681",10681,0.688992526615039,41,4.3,"F","Sedan","Suburban","40%",0,0,0
"10682",10682,0.845738255418837,47,5.7,"F","Sedan","Metro","0%",0,0,0
"10683",10683,0.510736029245891,47,0.8,"M","SUV","Suburban","0%",0,0,0
"10684",10684,0.887402565218508,50,2.8,"F","SUV","Metro","20%",0,0,0
"10685",10685,0.507165737566538,43,11.1,"F","Sedan","Metro","60%",0,0,0
"10686",10686,0.995343877584673,47,0.1,"F","Sedan","Metro","20%",0,0,0
"10687",10687,0.989187997765839,36,1.3,"M","Luxury","Suburban","60%",0,0,0
"10688",10688,0.672544903703965,18,0.5,"F","Sedan","Suburban","40%",0,0,0
"10689",10689,0.518498377874494,52,1,"F","Commercial","Metro","60%",0,0,0
"10690",10690,0.966293044970371,43,7.4,"F","SUV","Metro","60%",0,0,0
"10691",10691,0.655379501520656,33,2.4,"M","Sedan","Metro","0%",0,0,0
"10692",10692,0.72384771250654,32,11.3,"M","SUV","Metro","20%",1,10489.3070559191,10489.3070559191
"10693",10693,0.515389041509479,41,1,"F","Commercial","Rural","20%",0,0,0
"10694",10694,0.623490511788987,21,1.2,"M","SUV","Metro","40%",0,0,0
"10695",10695,0.884364712401293,56,2.7,"F","Sedan","Rural","40%",0,0,0
"10696",10696,0.919057552120648,39,1.2,"F","SUV","Metro","40%",0,0,0
"10697",10697,0.502797477296554,43,0.4,"F","Sedan","Suburban","40%",0,0,0
"10698",10698,0.99497144727502,47,6.7,"F","Sedan","Metro","60%",0,0,0
"10699",10699,0.826222689822316,24,2.7,"F","SUV","Metro","40%",0,0,0
"10700",10700,0.99419525754638,60,2.8,"F","Sedan","Metro","40%",0,0,0
"10701",10701,0.714950828580186,61,1.7,"M","Sedan","Metro","20%",0,0,0
"10702",10702,0.77047891204711,25,4.7,"F","SUV","Metro","20%",0,0,0
"10703",10703,0.702442049165256,28,2,"F","SUV","Suburban","20%",0,0,0
"10704",10704,0.867940078023821,45,5,"M","Commercial","Suburban","20%",0,0,0
"10705",10705,0.528149778256193,50,1.1,"M","Sedan","Suburban","40%",0,0,0
"10706",10706,0.727112033055164,18,3.4,"M","SUV","Rural","0%",0,0,0
"10707",10707,0.653379190596752,70,0.2,"F","SUV","Rural","20%",0,0,0
"10708",10708,0.533265438396484,32,0.6,"M","Sedan","Metro","60%",0,0,0
"10709",10709,0.8399628958432,39,3.8,"M","Sedan","Rural","60%",0,0,0
"10710",10710,0.556900532334112,42,3.6,"F","SUV","Metro","40%",0,0,0
"10711",10711,0.721573427435942,38,0.7,"M","Sedan","Suburban","60%",0,0,0
"10712",10712,0.731126790284179,35,1.7,"F","Sedan","Metro","60%",0,0,0
"10713",10713,0.792568256380036,43,0.8,"F","Sedan","Metro","40%",0,0,0
"10714",10714,0.895340738468803,58,4.4,"F","SUV","Metro","60%",0,0,0
"10715",10715,0.86986812914256,57,1.5,"F","SUV","Metro","60%",0,0,0
"10716",10716,0.65336788224522,27,4.2,"M","Commercial","Suburban","0%",0,0,0
"10717",10717,0.636526775080711,37,4.2,"F","Sedan","Metro","40%",0,0,0
"10718",10718,0.789286823244765,61,0,"F","Sedan","Metro","60%",0,0,0
"10719",10719,0.625485409284011,59,13.6,"M","SUV","Metro","20%",0,0,0
"10720",10720,0.85898315673694,31,4.9,"M","Luxury","Suburban","20%",0,0,0
"10721",10721,0.710555064259097,62,0.3,"M","SUV","Rural","40%",0,0,0
"10722",10722,0.996966977138072,31,1.1,"M","SUV","Metro","0%",0,0,0
"10723",10723,0.706118738511577,35,0.8,"M","Sedan","Metro","0%",0,0,0
"10724",10724,0.585553359123878,44,3.7,"M","Sedan","Rural","60%",0,0,0
"10725",10725,0.553505349555053,40,4.4,"M","Sedan","Rural","20%",0,0,0
"10726",10726,0.884864850668237,21,0.6,"F","Luxury","Suburban","0%",0,0,0
"10727",10727,0.88525641313754,28,2.6,"F","Sedan","Suburban","0%",0,0,0
"10728",10728,0.977802047738805,51,1.4,"M","SUV","Suburban","40%",0,0,0
"10729",10729,0.552961449604481,18,2.1,"M","SUV","Metro","0%",0,0,0
"10730",10730,0.860052604461089,47,2.8,"M","Sedan","Suburban","40%",0,0,0
"10731",10731,0.741319388383999,26,2.5,"F","Sedan","Rural","60%",0,0,0
"10732",10732,0.583040847675875,40,5.9,"M","Sedan","Suburban","20%",0,0,0
"10733",10733,0.676241353387013,42,1.8,"F","Sedan","Metro","40%",0,0,0
"10734",10734,0.753319789306261,56,11.6,"M","SUV","Metro","20%",0,0,0
"10735",10735,0.872560157789849,37,4.3,"M","Sedan","Suburban","20%",1,2786.94548540806,2786.94548540806
"10736",10736,0.543165229610167,36,3.1,"M","SUV","Suburban","40%",0,0,0
"10737",10737,0.857073200517334,51,3,"M","Commercial","Rural","40%",0,0,0
"10738",10738,0.930356816621497,38,10.4,"F","SUV","Suburban","20%",0,0,0
"10739",10739,0.629059196216986,47,5.8,"F","Sedan","Rural","40%",0,0,0
"10740",10740,0.573721045511775,53,1.2,"F","Sedan","Suburban","20%",0,0,0
"10741",10741,0.55499968805816,34,11.4,"F","SUV","Metro","40%",0,0,0
"10742",10742,0.809891601093113,50,6.4,"M","Commercial","Metro","40%",0,0,0
"10743",10743,0.677219637669623,38,2.5,"M","Sedan","Suburban","60%",0,0,0
"10744",10744,0.809153529815376,47,3,"F","SUV","Metro","40%",0,0,0
"10745",10745,0.690580004360527,37,1.8,"F","SUV","Rural","0%",0,0,0
"10746",10746,0.661537349107675,60,0.8,"M","SUV","Metro","0%",0,0,0
"10747",10747,0.738540221238509,53,2.5,"F","Sedan","Suburban","20%",0,0,0
"10748",10748,0.769519861438312,40,1,"M","Sedan","Metro","40%",0,0,0
"10749",10749,0.663366254302673,18,1.1,"M","SUV","Metro","40%",0,0,0
"10750",10750,0.773974307114258,56,11.9,"F","Sedan","Metro","0%",0,0,0
"10751",10751,0.935364606790245,40,0,"F","Sedan","Metro","20%",0,0,0
"10752",10752,0.823762735119089,27,0.6,"F","SUV","Rural","40%",0,0,0
"10753",10753,0.669216712820344,43,2,"M","SUV","Metro","20%",0,0,0
"10754",10754,0.697223981842399,42,1.5,"F","Sedan","Rural","60%",0,0,0
"10755",10755,0.722446497064084,37,1.2,"F","SUV","Rural","40%",0,0,0
"10756",10756,0.62891607452184,53,5.7,"F","SUV","Suburban","60%",0,0,0
"10757",10757,0.904765664483421,33,10.5,"F","Luxury","Suburban","0%",0,0,0
"10758",10758,0.973890603054315,44,5.9,"M","Sedan","Metro","20%",0,0,0
"10759",10759,0.922531016985886,28,3.5,"M","SUV","Metro","40%",0,0,0
"10760",10760,0.890638364013284,46,14.4,"M","Sedan","Suburban","60%",0,0,0
"10761",10761,0.738837560638785,45,3,"F","SUV","Metro","40%",0,0,0
"10762",10762,0.643895341199823,26,2.5,"F","Sedan","Rural","20%",0,0,0
"10763",10763,0.660497968201526,38,1.4,"F","Sedan","Metro","40%",0,0,0
"10764",10764,0.565302883391269,50,0.8,"F","SUV","Metro","60%",0,0,0
"10765",10765,0.65769794373773,55,2.7,"M","Sedan","Metro","0%",0,0,0
"10766",10766,0.514219102100469,48,5.8,"M","Sedan","Suburban","40%",0,0,0
"10767",10767,0.884082432370633,38,7.3,"F","SUV","Rural","40%",0,0,0
"10768",10768,0.949839215376414,66,3.4,"F","Sedan","Metro","40%",0,0,0
"10769",10769,0.798032251070254,37,3.6,"M","SUV","Metro","60%",0,0,0
"10770",10770,0.585932181216776,29,5.2,"F","Commercial","Metro","0%",0,0,0
"10771",10771,0.816935139358975,35,1.7,"F","SUV","Metro","20%",0,0,0
"10772",10772,0.567574992775917,57,9.6,"F","Luxury","Metro","60%",0,0,0
"10773",10773,0.985217957058921,38,0.5,"F","SUV","Metro","20%",0,0,0
"10774",10774,0.657709411578253,48,4.5,"M","Sedan","Rural","20%",0,0,0
"10775",10775,0.994482755195349,60,6.8,"M","SUV","Metro","40%",0,0,0
"10776",10776,0.996936668991111,38,4.6,"M","Commercial","Metro","40%",0,0,0
"10777",10777,0.66344428609591,35,0.5,"F","Sedan","Metro","40%",0,0,0
"10778",10778,0.977888468885794,37,4.3,"F","SUV","Metro","20%",0,0,0
"10779",10779,0.870416573132388,73,0.7,"M","SUV","Metro","40%",0,0,0
"10780",10780,0.529869372840039,33,5,"F","Luxury","Suburban","20%",0,0,0
"10781",10781,0.750294871395454,46,2.9,"M","Sedan","Metro","40%",0,0,0
"10782",10782,0.766689219744876,52,0.5,"M","SUV","Rural","0%",0,0,0
"10783",10783,0.938360366504639,30,5.6,"F","SUV","Suburban","60%",0,0,0
"10784",10784,0.520564486971125,47,6.4,"F","Luxury","Metro","20%",0,0,0
"10785",10785,0.786573502817191,52,2.5,"M","SUV","Metro","0%",0,0,0
"10786",10786,0.937053767847829,42,11.9,"M","SUV","Metro","0%",0,0,0
"10787",10787,0.749668045667931,33,0.3,"F","SUV","Suburban","60%",0,0,0
"10788",10788,0.928372001857497,40,0.6,"F","SUV","Rural","0%",0,0,0
"10789",10789,0.783491290407255,46,0.9,"M","SUV","Metro","40%",0,0,0
"10790",10790,0.768779374542646,36,11.4,"M","Sedan","Metro","40%",0,0,0
"10791",10791,0.883423507213593,50,6.1,"F","Sedan","Metro","40%",0,0,0
"10792",10792,0.907301065279171,39,0.8,"M","Sedan","Suburban","20%",0,0,0
"10793",10793,0.58027823001612,35,0.7,"M","SUV","Metro","40%",0,0,0
"10794",10794,0.751519294921309,59,1.3,"F","Sedan","Metro","40%",0,0,0
"10795",10795,0.785793115617707,26,1.9,"M","Commercial","Rural","0%",0,0,0
"10796",10796,0.998696503229439,46,4.7,"M","Luxury","Metro","40%",1,4136.22562881498,4136.22562881498
"10797",10797,0.869099889067002,39,3.6,"M","Sedan","Metro","60%",1,3111.81524034944,3111.81524034944
"10798",10798,0.810205618385226,41,0,"F","Sedan","Metro","20%",0,0,0
"10799",10799,0.907949258456938,41,4,"F","SUV","Rural","60%",0,0,0
"10800",10800,0.692825692589395,33,1.6,"F","Commercial","Rural","60%",0,0,0
"10801",10801,0.898423706181347,35,4.5,"F","SUV","Suburban","20%",0,0,0
"10802",10802,0.8213175307028,36,2.8,"F","Sedan","Metro","40%",0,0,0
"10803",10803,0.985154518391937,52,5,"M","SUV","Suburban","20%",0,0,0
"10804",10804,0.86077494523488,53,4.3,"F","Commercial","Metro","60%",0,0,0
"10805",10805,0.546580301364884,50,2.2,"F","Sedan","Metro","0%",0,0,0
"10806",10806,0.650258597917855,52,7.3,"M","SUV","Metro","40%",0,0,0
"10807",10807,0.957994451397099,66,2.2,"F","Sedan","Metro","20%",0,0,0
"10808",10808,0.919983028084971,72,9,"F","Commercial","Rural","20%",0,0,0
"10809",10809,0.739849583245814,37,1.1,"M","SUV","Suburban","60%",0,0,0
"10810",10810,0.632408903795294,23,2.7,"F","Sedan","Suburban","60%",0,0,0
"10811",10811,0.703363197157159,48,3,"M","Sedan","Metro","40%",0,0,0
"10812",10812,0.832624594913796,34,5.6,"F","Sedan","Rural","40%",0,0,0
"10813",10813,0.751264016027562,46,1.1,"M","Sedan","Metro","40%",0,0,0
"10814",10814,0.999714419827797,29,16.5,"M","Sedan","Metro","20%",0,0,0
"10815",10815,0.631346490234137,48,0.1,"F","SUV","Metro","60%",0,0,0
"10816",10816,0.549062546342611,29,1.7,"M","SUV","Suburban","60%",0,0,0
"10817",10817,0.667459627264179,63,2.4,"M","Sedan","Metro","60%",0,0,0
"10818",10818,0.550187818473205,32,4.4,"F","Sedan","Metro","40%",0,0,0
"10819",10819,0.948801920865662,54,2.4,"F","SUV","Rural","40%",0,0,0
"10820",10820,0.986473951721564,32,2.2,"M","SUV","Suburban","20%",0,0,0
"10821",10821,0.584564932039939,46,1.9,"F","Sedan","Rural","0%",0,0,0
"10822",10822,0.903812928358093,37,3.6,"M","Sedan","Metro","40%",0,0,0
"10823",10823,0.883142733247951,49,4.8,"M","Sedan","Metro","40%",0,0,0
"10824",10824,0.647094874526374,57,10.3,"M","Sedan","Rural","20%",0,0,0
"10825",10825,0.905773023725487,61,2.8,"F","Luxury","Rural","0%",0,0,0
"10826",10826,0.58951841830276,45,13,"F","Sedan","Suburban","40%",0,0,0
"10827",10827,0.827538801939227,30,13.2,"F","SUV","Suburban","60%",0,0,0
"10828",10828,0.86457160837017,34,9.4,"F","Commercial","Metro","60%",0,0,0
"10829",10829,0.959399519953877,64,10.5,"M","Luxury","Metro","60%",0,0,0
"10830",10830,0.689139935304411,43,9.6,"M","Sedan","Metro","40%",0,0,0
"10831",10831,0.600622715661302,37,1.4,"M","Commercial","Suburban","40%",0,0,0
"10832",10832,0.871630144189112,48,6.6,"M","SUV","Suburban","0%",0,0,0
"10833",10833,0.98863180342596,26,3.8,"F","Sedan","Metro","40%",0,0,0
"10834",10834,0.890493165119551,37,11.1,"M","SUV","Rural","60%",0,0,0
"10835",10835,0.831178596592508,33,3.7,"F","Sedan","Suburban","60%",0,0,0
"10836",10836,0.924581114202738,18,0.3,"F","SUV","Suburban","0%",0,0,0
"10837",10837,0.729722423828207,47,18.1,"F","SUV","Suburban","20%",0,0,0
"10838",10838,0.519498352427036,36,1.7,"F","Sedan","Rural","40%",1,7956.38026922428,7956.38026922428
"10839",10839,0.715168141410686,44,6.8,"F","Commercial","Rural","40%",0,0,0
"10840",10840,0.771525591146201,51,1.3,"F","Sedan","Suburban","20%",0,0,0
"10841",10841,0.920476643717848,42,4,"M","Luxury","Metro","40%",0,0,0
"10842",10842,0.626096852240153,53,1.6,"M","SUV","Metro","0%",0,0,0
"10843",10843,0.840052056708373,32,8.1,"F","SUV","Metro","40%",0,0,0
"10844",10844,0.608469717204571,42,2.7,"F","SUV","Rural","40%",0,0,0
"10845",10845,0.870341513655148,31,6.5,"M","SUV","Suburban","20%",0,0,0
"10846",10846,0.531162096420303,56,12.2,"M","SUV","Metro","60%",0,0,0
"10847",10847,0.74560634966474,51,10,"F","Sedan","Metro","40%",0,0,0
"10848",10848,0.560853605624288,29,5.3,"F","SUV","Metro","40%",0,0,0
"10849",10849,0.636289183283225,49,14.3,"F","SUV","Metro","0%",0,0,0
"10850",10850,0.668872287496924,47,1.6,"M","SUV","Metro","20%",0,0,0
"10851",10851,0.824477510876022,49,0.9,"F","Sedan","Suburban","20%",0,0,0
"10852",10852,0.64782248379197,66,4.2,"F","Sedan","Suburban","60%",0,0,0
"10853",10853,0.784032786847092,33,1.8,"M","SUV","Metro","60%",0,0,0
"10854",10854,0.897710087127052,45,0.9,"M","Sedan","Metro","40%",0,0,0
"10855",10855,0.731027554138564,51,2.7,"F","SUV","Rural","60%",0,0,0
"10856",10856,0.974773660185747,40,4.9,"F","Luxury","Suburban","20%",0,0,0
"10857",10857,0.58091076661367,38,1.9,"M","Sedan","Suburban","0%",0,0,0
"10858",10858,0.967896359390579,46,5.6,"F","Sedan","Suburban","40%",0,0,0
"10859",10859,0.825988270691596,51,0.2,"F","Sedan","Metro","60%",0,0,0
"10860",10860,0.80254544748459,29,1.4,"F","Sedan","Metro","0%",0,0,0
"10861",10861,0.538329793256707,40,1.5,"M","Commercial","Suburban","60%",0,0,0
"10862",10862,0.924508822499774,39,5.1,"F","Sedan","Suburban","20%",0,0,0
"10863",10863,0.598989733261988,43,6.2,"F","Commercial","Metro","20%",0,0,0
"10864",10864,0.532957242103294,59,2.5,"M","SUV","Metro","0%",0,0,0
"10865",10865,0.924801474902779,33,2.2,"M","SUV","Suburban","20%",0,0,0
"10866",10866,0.723720683134161,41,0.8,"F","SUV","Suburban","40%",0,0,0
"10867",10867,0.797570393653587,25,1.3,"M","Commercial","Suburban","60%",0,0,0
"10868",10868,0.725816910038702,35,5.2,"F","Sedan","Suburban","60%",1,2878.56370222471,2878.56370222471
"10869",10869,0.504531599464826,40,0.2,"F","Luxury","Metro","60%",0,0,0
"10870",10870,0.595851503079757,37,2,"M","SUV","Metro","20%",0,0,0
"10871",10871,0.832923231180757,35,2.5,"F","Commercial","Metro","40%",0,0,0
